id,col1,col2,col3,col4,col5,col6,col7,col8
28597,1,0,0,0,1,2,0,0
45259,0,0,0,0,1,2,1,0
22625,0,0,0,0,0,0,1,0
52743,1,0,0,0,1,2,1,0
44442,0,0,0,0,0,0,0,0
35445,0,1,3,1,0,0,1,0
33260,0,0,0,0,1,0,1,0
15208,0,0,0,0,1,0,1,0
38978,1,0,0,1,1,2,1,1
6299,1,0,1,0,0,0,1,0
25018,1,0,0,0,1,2,1,0
50915,1,0,3,1,0,0,0,0
2141,0,0,0,0,1,0,1,0
21851,0,0,0,0,1,0,1,0
48917,0,0,2,0,1,0,0,0
7926,1,1,0,0,1,2,1,0
18035,1,0,0,0,1,0,1,0
8487,1,1,0,1,1,2,0,0
8730,1,0,0,0,0,2,1,0
42779,0,0,0,0,1,1,0,0
32083,0,0,0,1,1,0,1,0
54529,0,0,0,0,1,2,1,0
16258,1,0,0,0,0,0,1,0
36171,0,0,0,1,1,0,1,0
41927,1,1,0,1,1,0,0,0
7518,0,0,0,0,1,0,1,0
25324,0,0,0,0,1,0,1,0
38530,1,1,2,0,1,2,1,1
32972,1,1,0,1,1,2,1,0
35756,1,0,0,0,1,0,1,0
2325,1,0,0,0,1,0,1,0
53293,1,1,0,0,1,0,1,0
49497,1,1,0,1,1,2,1,1
47736,1,0,0,0,1,0,1,0
47071,1,0,0,0,0,0,0,0
36569,0,0,0,0,1,0,1,0
54021,1,0,3,1,1,0,1,0
53677,0,0,0,1,1,0,0,0
1018,0,0,0,0,1,0,1,0
33795,1,0,0,1,1,0,0,0
28307,1,1,3,1,1,0,0,1
17990,0,0,0,0,1,2,0,0
49118,0,0,0,0,1,0,1,0
15817,0,0,0,0,0,0,1,0
1603,1,0,0,0,0,0,1,0
47275,1,0,3,1,1,1,0,0
23928,1,0,0,0,1,2,1,0
35306,0,1,0,0,1,0,1,0
41009,1,1,2,1,1,2,1,0
25333,0,0,0,0,1,0,1,0
42837,0,0,1,0,1,0,1,0
36789,0,0,0,0,1,2,1,0
52820,1,0,0,0,1,0,1,0
5671,1,0,3,0,0,0,1,0
17919,1,0,0,0,0,0,1,0
9835,0,0,0,0,1,0,0,0
45649,1,1,3,1,1,0,0,0
12199,1,0,0,0,1,0,1,0
39047,1,0,0,1,1,0,0,0
12558,1,0,0,0,1,0,1,0
5119,0,0,0,0,1,0,1,0
23927,1,0,1,1,1,2,1,0
30954,0,0,0,0,1,0,1,0
30020,1,1,3,1,1,0,1,0
1168,1,0,0,0,0,0,1,0
19499,1,0,0,0,0,0,1,0
50218,1,0,0,0,1,0,0,0
33117,1,0,0,1,1,0,1,0
36266,0,0,0,0,1,1,1,0
50605,0,0,0,0,1,2,1,1
13904,0,0,0,0,1,0,1,0
9485,0,0,0,0,0,0,0,0
50407,0,0,1,0,0,2,1,0
37468,1,0,3,0,1,0,1,1
35204,0,0,0,0,1,0,1,0
33416,1,0,0,0,1,0,1,0
29818,1,0,0,0,0,0,1,0
22647,1,0,0,0,1,0,1,0
22238,0,0,0,0,1,0,1,1
11298,0,0,0,1,1,0,0,1
44986,0,0,0,0,0,0,0,0
50430,0,0,0,0,1,0,0,0
37687,0,0,0,0,1,0,1,0
9082,0,0,1,0,0,0,0,0
6917,0,0,0,0,0,0,1,0
24112,0,0,0,0,1,2,1,1
23028,1,0,0,0,1,1,0,0
31281,1,0,1,0,1,2,1,0
37724,1,0,0,1,1,0,1,0
15811,0,0,0,0,1,1,1,0
8545,0,0,0,0,0,0,1,0
52030,0,0,0,0,1,2,0,1
3295,1,0,0,0,1,2,1,0
12133,0,0,0,0,0,0,1,0
35723,0,0,3,1,1,2,1,1
7709,1,0,0,0,1,0,1,0
3599,1,0,0,0,1,2,1,0
45064,1,0,0,0,1,0,1,0
39028,0,0,0,0,1,0,1,0
49656,1,0,0,1,1,0,1,0
38847,0,0,0,0,1,2,1,0
13940,0,0,0,0,1,0,0,0
36156,1,0,2,0,1,2,1,0
40583,1,0,0,0,1,0,0,0
32447,1,0,0,0,1,0,1,0
38152,1,0,0,0,1,2,1,0
5676,1,0,2,1,1,0,0,0
29176,1,0,3,0,0,3,0,0
17303,1,0,0,0,1,2,1,0
2463,1,0,0,0,0,0,0,0
36735,0,0,0,0,1,0,1,0
10441,0,0,1,0,1,0,0,0
46050,0,0,0,0,1,2,1,0
28625,0,0,0,0,1,0,1,0
50150,0,0,3,1,1,2,1,0
46092,1,0,0,0,1,0,1,0
35618,0,0,0,0,1,0,1,0
47196,0,0,3,0,0,0,0,0
44056,0,0,0,0,1,0,1,0
28591,0,0,0,0,1,0,1,0
15746,1,1,0,1,1,2,1,0
12228,0,0,0,0,1,0,1,0
51673,1,1,0,0,1,2,0,0
15937,0,0,0,0,0,0,1,0
31188,1,1,0,0,1,2,1,0
17325,0,0,0,0,1,0,0,0
46821,1,0,0,1,0,0,1,0
31020,1,0,0,0,1,0,1,0
14066,1,0,0,0,1,0,0,0
14727,0,0,0,0,1,0,1,0
44638,1,0,2,1,1,0,0,0
10336,0,0,0,0,1,0,1,0
51262,1,0,0,0,1,0,1,0
39573,0,0,0,0,1,0,1,0
2204,1,0,0,0,1,0,1,0
2088,1,0,0,0,1,0,1,0
25329,0,0,0,0,0,0,0,0
49603,1,0,3,1,1,2,0,1
36341,0,0,1,0,1,0,0,0
53879,0,0,3,1,1,0,1,0
46893,0,1,1,1,1,2,1,1
54607,1,1,3,1,1,2,0,1
16682,1,0,0,0,0,0,1,0
22638,1,0,3,1,1,0,1,0
40013,1,0,0,1,1,0,0,0
26502,0,0,0,0,1,0,1,0
19406,1,0,0,0,0,0,1,0
22900,1,0,0,0,1,0,1,0
34703,0,0,0,1,1,0,0,0
37789,0,0,0,0,1,1,1,0
18139,1,0,1,0,0,0,1,0
38513,0,1,1,0,1,0,1,0
27687,1,0,1,1,1,0,0,0
21029,1,0,0,0,1,0,1,0
43039,1,1,3,1,1,0,1,0
3239,0,0,0,0,1,0,1,0
18727,0,0,0,0,1,0,1,0
11291,0,0,0,0,1,0,1,0
41382,0,0,0,0,1,0,1,0
43427,0,0,0,0,1,0,1,0
15101,0,0,0,0,1,0,1,0
29916,0,0,0,0,1,0,1,1
33757,1,0,0,0,1,2,1,0
51038,1,0,3,1,1,1,0,0
49394,1,0,0,0,1,2,1,1
16466,1,0,0,0,0,0,1,0
42057,0,0,0,0,1,0,1,0
8156,1,0,0,0,0,0,0,0
2337,0,0,0,0,0,0,0,0
43693,1,0,3,0,1,2,0,0
9967,0,0,0,0,1,0,1,0
41690,1,0,1,0,1,1,1,0
53900,1,0,0,0,0,0,1,0
25347,0,0,0,0,0,0,1,0
36288,1,0,0,0,1,2,1,0
44063,1,0,0,0,1,0,0,0
14234,0,0,0,0,0,0,1,0
32349,1,0,0,0,1,2,1,0
21609,1,0,0,0,1,2,1,0
20454,1,0,0,0,0,2,1,0
17238,0,0,0,0,0,0,1,0
20563,0,0,0,0,0,0,1,0
322,0,0,0,0,0,0,1,0
7621,0,0,2,1,0,2,1,0
10102,0,0,0,0,1,0,1,1
17545,0,0,3,1,1,2,0,1
41849,1,0,0,0,1,0,1,0
33334,1,0,0,0,1,2,1,0
8615,0,0,0,0,0,0,1,0
44386,0,0,0,0,1,2,1,0
50911,0,0,2,0,1,0,1,0
8194,0,0,0,0,1,0,1,0
46242,1,0,0,1,1,2,1,0
22422,0,0,0,0,1,0,1,0
33850,0,0,0,0,1,0,1,0
53855,1,0,0,0,1,0,1,0
30420,1,0,0,0,1,0,1,0
14002,0,0,0,0,1,0,1,0
54176,1,1,0,0,1,0,0,0
54489,0,0,0,0,1,2,1,0
49661,1,0,0,0,0,0,0,0
47124,0,0,3,1,1,0,1,0
33441,1,0,3,1,1,2,1,0
11183,0,0,0,0,1,0,0,0
50822,1,0,3,1,1,0,0,0
7270,0,0,0,1,1,0,1,0
45285,1,1,1,1,1,2,0,0
892,1,0,0,0,0,0,1,0
12087,0,0,0,0,0,0,1,0
15469,0,0,0,0,1,0,1,0
10349,1,0,2,1,1,0,1,0
21881,1,0,0,0,0,0,1,0
48708,0,0,0,1,1,2,1,0
8199,0,0,0,0,0,0,1,0
10551,0,0,0,0,0,0,0,0
24461,0,0,0,0,0,0,1,0
40531,1,1,3,1,1,0,0,0
26130,0,0,0,0,0,0,1,0
31659,1,0,1,0,1,2,1,0
51434,1,0,0,1,1,0,1,0
27761,1,1,1,0,1,0,1,0
48741,1,0,0,0,1,0,1,0
6303,0,0,0,0,0,0,1,0
49877,0,1,0,0,1,0,1,0
19799,0,0,0,0,0,0,1,0
17725,1,0,0,0,1,0,1,0
47959,1,0,0,0,1,0,0,0
39218,0,0,0,0,1,0,1,0
26243,1,0,0,0,0,0,1,0
2080,0,0,0,0,1,0,1,0
13871,0,0,0,0,0,0,0,0
7447,0,0,0,0,1,0,0,0
23273,0,0,0,0,1,0,1,0
49959,1,0,0,0,1,0,1,0
8091,1,0,0,0,0,0,0,0
10827,1,0,0,0,1,0,1,0
26378,0,0,0,0,1,2,1,0
43522,0,0,2,1,1,0,0,0
32849,1,0,0,0,1,0,0,0
6397,0,0,0,0,0,0,1,0
23084,0,0,0,0,0,0,1,0
40454,1,1,0,0,1,0,1,0
27818,1,0,2,1,1,0,0,0
11625,0,0,0,0,0,0,1,0
1661,0,0,0,0,0,2,1,0
8931,1,0,0,0,0,0,1,0
15455,0,0,0,0,1,0,1,0
2774,0,0,0,0,1,0,1,0
4311,1,0,2,1,1,0,1,1
45153,1,0,0,0,1,2,1,0
51335,0,0,0,0,1,0,1,0
51500,1,0,0,0,1,0,0,0
15118,1,0,2,0,0,0,1,0
20309,0,0,0,0,0,0,1,0
28226,1,0,0,1,1,0,0,0
1909,1,0,0,0,0,0,0,0
24832,0,0,0,0,1,1,1,0
37709,0,0,0,1,1,2,1,1
15737,0,0,0,0,1,0,1,0
52793,0,0,0,0,1,0,1,0
42740,1,0,0,0,1,0,1,0
40752,0,0,3,1,1,0,0,0
54183,1,0,0,0,0,2,0,0
24833,0,0,0,0,1,0,1,0
40790,1,0,0,1,1,0,0,0
3811,0,0,0,0,0,0,1,0
16113,1,0,0,0,0,0,1,0
37425,1,0,1,0,1,0,0,0
37582,1,0,0,0,1,0,0,0
12767,1,0,1,0,1,0,0,0
4654,1,0,3,0,1,0,0,0
45244,1,0,1,1,1,2,1,0
25787,1,0,0,0,1,2,0,0
21037,1,0,0,0,0,0,1,0
25848,1,0,0,0,0,0,1,0
33379,1,0,0,0,1,2,0,0
11086,0,0,0,0,0,0,1,0
40259,1,0,0,1,1,2,1,0
9401,0,0,0,0,0,0,1,0
6342,0,0,0,0,0,0,1,0
44787,1,0,1,1,1,0,1,0
35907,1,0,0,0,1,2,1,0
43862,0,0,0,0,1,2,0,0
2251,0,0,0,0,1,0,1,0
25121,0,0,0,0,1,1,1,0
37803,1,0,2,1,1,2,0,1
4723,0,0,0,0,0,0,0,0
14898,0,0,0,0,1,2,1,0
3452,0,0,3,0,1,2,0,0
5452,0,0,0,0,1,2,1,0
53034,1,0,0,0,1,0,1,0
30049,1,0,0,1,1,2,1,0
32130,0,1,0,1,1,0,0,0
6196,1,1,0,0,1,0,1,0
37113,0,1,1,1,1,2,1,0
18251,0,0,0,0,0,0,1,0
32757,1,0,3,1,1,0,1,0
10826,1,0,0,0,1,0,1,0
45832,1,0,0,0,1,2,0,0
54717,0,0,0,0,1,2,1,0
50692,0,0,0,0,1,0,1,0
38521,1,0,3,1,0,0,1,0
44098,1,0,0,1,1,2,1,0
46218,1,0,0,0,1,2,1,0
40211,1,0,0,0,1,2,1,0
4682,0,0,0,0,1,0,1,0
7932,0,0,0,0,0,0,1,0
49680,1,1,0,1,1,2,1,0
27315,0,0,0,0,1,0,1,0
34093,0,0,0,1,1,0,1,0
13659,0,0,0,0,0,0,1,0
20684,0,0,2,0,1,0,1,0
32135,0,0,0,0,1,0,1,1
26571,0,0,0,0,0,1,1,0
27631,0,0,1,0,1,1,1,0
21769,1,0,0,1,1,0,0,0
28667,0,0,0,0,1,0,1,0
40195,0,0,0,1,1,0,0,0
49967,0,0,0,1,1,0,0,0
9350,1,0,0,0,1,0,1,0
54024,0,0,0,0,1,0,1,0
1041,0,0,0,0,1,2,1,0
2994,0,0,0,0,1,2,1,0
51779,0,0,1,1,1,2,1,0
26597,1,0,0,0,1,0,1,0
31153,1,0,3,0,1,0,1,0
38246,1,0,0,1,1,0,1,0
11615,0,0,0,0,1,0,1,0
37341,0,0,3,1,1,1,0,0
40658,1,0,2,0,1,1,1,0
41492,0,0,0,0,1,0,1,0
32733,1,0,2,1,1,2,1,0
5186,1,0,0,0,0,0,1,0
47160,1,1,0,1,1,0,1,0
47635,1,0,0,0,1,0,1,0
53151,1,0,1,1,1,2,0,1
29393,1,0,3,1,1,0,0,0
26986,1,0,0,0,1,0,1,0
31947,1,0,3,1,0,2,1,1
30213,0,0,0,0,1,0,1,0
34077,0,0,0,1,1,0,1,0
49605,0,0,0,0,1,0,1,0
14711,0,0,0,0,1,0,1,0
42811,1,0,0,0,1,2,1,1
31138,1,0,0,1,1,0,0,0
33032,1,0,3,0,1,2,1,0
33669,1,0,0,0,0,0,1,0
29838,1,0,0,0,1,0,1,0
52907,0,0,0,0,1,2,1,0
9432,0,0,0,0,1,0,1,0
742,0,0,0,0,0,0,1,0
23573,0,0,0,0,1,0,1,0
45536,1,0,0,1,0,0,0,0
5909,0,0,3,0,1,0,0,0
41803,1,0,0,0,1,0,1,0
15031,1,0,0,0,1,0,1,0
37980,0,0,0,0,1,0,1,0
28213,1,0,0,0,1,0,1,0
8699,0,0,0,0,1,0,1,0
20803,1,0,0,0,0,0,1,0
27190,0,0,0,0,1,0,1,0
38738,0,0,1,0,1,2,1,0
6313,0,0,0,0,0,0,1,0
2151,1,1,0,0,1,0,0,0
19629,0,0,0,0,1,0,1,0
37506,1,0,2,1,1,2,0,0
7689,0,0,0,0,1,0,1,0
28135,1,0,0,1,1,2,0,1
52618,1,1,0,0,0,0,0,0
32629,0,0,0,0,1,0,1,0
16271,0,0,0,0,1,2,1,0
14369,0,0,0,0,0,0,1,0
15988,1,0,0,0,1,0,1,0
50657,1,0,0,0,1,2,1,0
11196,1,0,0,0,1,0,0,0
11182,1,0,0,0,1,0,0,0
416,1,0,0,0,1,0,0,0
38134,0,0,1,1,1,2,1,0
11634,1,0,0,0,1,0,1,0
26988,0,0,0,0,0,0,1,0
179,0,0,0,0,0,0,1,0
52162,0,0,0,0,1,0,1,0
3577,0,0,0,0,1,0,0,0
53286,1,0,0,0,0,2,0,0
48395,0,0,3,0,1,0,1,0
51170,0,0,0,0,1,0,1,0
31996,1,0,2,0,0,2,1,0
10503,1,0,0,0,0,0,0,0
51869,1,0,0,0,1,0,1,0
52446,1,1,0,1,1,0,0,0
54198,1,0,0,0,1,0,1,0
7529,0,0,0,0,1,2,1,0
52289,1,0,0,0,1,0,1,0
41840,1,0,0,1,1,2,1,0
4665,0,0,0,0,1,2,1,0
13514,0,0,0,0,0,0,1,0
20111,1,0,0,0,0,0,1,0
32983,0,1,0,1,1,2,0,0
8559,0,0,0,0,0,0,1,0
25337,0,0,0,0,1,0,1,0
48717,1,0,2,1,1,0,1,0
5653,1,0,0,0,1,0,0,0
9241,0,0,0,0,0,0,0,0
53417,0,0,3,1,1,0,1,0
49909,0,0,0,0,1,0,1,0
48713,1,0,3,1,1,2,0,0
24591,0,0,0,0,1,0,1,0
25877,0,0,0,0,0,0,1,0
16848,0,0,0,0,0,0,1,0
6245,1,0,0,0,1,0,1,0
52587,0,0,0,1,0,0,1,0
30745,1,0,3,0,1,1,0,0
11557,1,0,0,0,1,2,1,0
12927,0,0,0,0,0,3,1,0
2506,0,0,1,1,1,2,1,0
27556,1,0,3,1,1,2,0,0
53139,1,0,0,0,1,2,1,0
17500,0,0,0,0,0,0,1,0
21803,0,0,0,0,0,2,1,0
50677,1,0,0,0,1,2,1,0
46638,1,0,1,1,1,0,0,0
49684,1,0,0,1,1,0,0,1
26874,0,0,0,0,0,0,1,0
41910,0,0,3,1,1,2,0,1
53849,0,0,0,0,1,0,1,0
40701,0,0,0,1,1,2,1,0
29805,1,0,0,0,1,0,1,0
37738,0,0,2,1,1,0,1,0
4498,0,0,0,0,1,0,1,0
6455,0,0,0,0,1,0,1,0
23734,0,0,1,1,1,0,0,0
4936,1,0,0,0,0,0,1,0
16156,1,0,2,0,0,0,0,0
12261,0,0,0,0,1,0,0,0
40179,1,0,0,1,1,2,0,0
11776,1,0,0,0,1,0,1,0
21089,0,0,0,0,0,2,1,0
8630,0,0,0,0,1,0,1,0
40404,0,0,0,1,1,2,1,0
7091,1,0,0,0,1,0,1,0
15795,0,0,0,0,1,0,1,0
40595,1,0,0,0,1,0,1,0
13680,0,0,0,0,1,2,0,0
52123,1,0,0,0,1,0,0,0
16963,1,0,2,0,1,3,1,1
16617,1,0,0,0,0,0,0,0
8868,0,0,0,0,1,1,0,0
10113,0,0,0,0,0,0,1,0
16094,0,0,2,0,1,0,0,0
51445,1,0,0,0,1,0,1,0
48795,1,0,2,1,1,0,0,0
8110,0,0,0,0,0,0,1,1
13459,0,0,0,0,0,0,1,0
29701,0,1,0,1,1,2,1,0
1439,0,0,0,0,0,0,1,0
1434,0,0,0,0,1,0,1,0
54641,1,0,2,0,1,0,0,0
40239,0,0,2,1,1,0,0,0
17759,0,0,0,0,1,0,1,0
15378,0,0,0,0,0,0,1,0
29028,0,0,0,0,1,2,1,0
46158,0,0,1,1,1,2,0,1
25741,1,0,3,1,1,0,0,0
50870,1,0,0,0,1,2,0,0
23736,1,0,0,0,0,0,1,0
9923,0,0,0,0,0,0,1,0
52736,1,1,0,0,0,0,1,0
36936,0,0,0,0,1,2,1,1
49269,1,0,0,0,1,0,1,1
44538,0,0,3,0,1,2,0,0
25327,0,0,0,0,1,0,1,0
32622,1,0,0,0,1,0,1,0
27490,1,0,0,0,1,0,0,0
39803,1,0,0,0,1,0,1,0
24691,1,0,0,0,1,0,1,0
34970,0,0,0,0,1,0,1,0
29236,1,0,3,0,1,2,1,1
19774,0,0,0,0,0,0,1,0
30250,1,0,0,0,0,0,1,0
22464,1,0,0,0,0,0,0,0
48158,0,0,2,1,0,2,1,0
13453,0,0,0,0,0,0,1,0
28493,1,0,3,1,1,0,1,0
21764,1,0,2,1,0,0,1,0
19460,0,0,0,0,0,0,1,0
42115,1,0,3,1,1,0,1,0
2065,1,0,3,0,1,0,1,0
18197,0,0,0,0,0,0,1,0
21519,1,0,0,0,1,0,1,0
45186,1,1,0,1,1,2,0,0
676,1,0,0,0,1,0,0,0
12447,0,1,0,1,1,0,1,0
29975,0,0,0,0,1,2,1,0
18306,0,0,0,0,1,0,1,0
29675,1,0,1,1,1,0,1,0
16353,0,0,0,1,1,0,0,0
31645,1,0,0,0,1,0,0,0
2765,1,0,0,0,0,0,1,0
13725,1,0,0,0,1,0,1,0
33936,1,0,0,0,1,0,1,0
35092,0,1,2,1,1,2,1,0
40608,1,0,0,0,1,0,1,0
53794,1,1,0,0,1,0,0,0
33185,0,0,0,0,0,0,1,0
52504,0,0,0,0,1,0,1,0
12240,1,0,0,1,1,2,1,0
21158,0,0,0,0,1,0,1,0
19915,0,0,0,0,1,0,1,0
4449,0,0,0,0,1,0,1,0
50311,1,0,3,1,1,2,0,1
44234,1,0,0,0,1,0,1,1
15600,1,0,0,1,1,0,1,0
28058,1,0,0,0,0,0,1,0
4465,0,0,0,0,1,0,1,0
46141,0,0,0,0,1,2,1,0
41380,1,0,1,0,1,0,1,0
24214,1,0,0,0,1,0,1,0
40248,0,0,0,1,1,0,1,0
18390,0,0,0,0,0,0,1,0
46077,0,0,2,1,1,2,1,1
16119,1,0,3,1,1,2,0,0
4407,0,0,0,0,1,0,1,0
50689,0,1,0,0,1,0,1,0
18678,0,0,0,0,0,0,1,0
53699,0,0,3,0,1,2,0,1
1516,1,0,0,0,0,0,1,0
16898,0,0,0,0,1,0,1,0
7158,0,0,0,0,1,0,1,1
4629,0,0,0,0,0,0,1,0
26990,0,0,3,1,1,2,1,0
13569,1,0,0,0,1,2,1,0
36741,1,0,0,0,1,2,1,0
45211,1,0,3,0,1,2,1,0
37236,0,0,0,0,1,0,1,0
13747,1,0,0,0,1,0,0,0
22132,1,0,0,0,0,2,0,0
13126,0,0,0,0,0,0,0,0
10350,1,0,0,0,0,0,1,0
542,0,0,0,0,1,0,1,0
10711,0,0,3,1,1,2,1,0
15166,1,0,3,1,1,0,0,0
51442,0,0,3,1,0,0,1,0
40923,0,0,0,0,1,0,1,0
8725,0,0,0,0,0,0,1,0
23781,1,0,2,0,0,0,1,0
44154,0,0,3,0,1,0,1,0
26318,0,0,0,0,0,0,1,0
46415,0,0,0,0,1,0,1,0
17309,1,0,0,0,1,1,1,0
19666,0,0,0,0,0,0,1,0
44675,1,0,0,0,1,0,1,0
10130,0,0,0,0,0,0,1,0
7551,0,0,0,0,1,0,1,0
12183,0,0,0,0,0,0,1,0
41254,0,0,0,0,1,0,1,0
13534,0,1,0,1,1,3,1,0
6871,1,0,0,0,0,0,1,0
39923,0,0,0,0,1,0,1,0
30509,0,0,0,0,1,0,0,0
12208,0,1,3,0,1,0,0,0
25678,1,0,3,1,1,0,0,0
28824,1,0,0,0,1,0,0,0
38686,1,0,0,0,1,0,1,0
48915,1,0,0,0,1,0,0,0
6140,1,0,0,0,0,0,0,0
37296,0,0,2,1,1,0,0,0
5317,0,0,0,0,0,0,1,0
1894,1,0,0,0,0,0,1,0
21104,0,0,0,0,0,0,1,0
50806,1,0,0,0,1,0,1,0
51398,1,0,0,0,1,2,0,0
7774,1,0,0,0,1,0,1,0
7731,1,0,0,0,1,2,0,0
3353,1,0,0,0,1,2,1,0
33601,1,0,0,0,1,0,1,1
50335,1,0,3,1,1,2,1,0
11909,0,0,0,0,1,0,1,0
54034,0,0,0,0,1,0,1,0
26478,1,0,0,0,0,0,1,0
53609,0,0,0,0,1,0,1,0
51404,1,0,3,1,0,0,1,0
12288,0,1,0,1,1,0,0,0
11941,0,0,0,0,1,0,1,0
47961,0,0,0,0,1,0,1,0
18461,1,0,0,0,0,0,1,0
13100,0,0,0,0,1,0,1,0
20068,0,0,0,1,1,0,1,0
1056,0,0,0,0,0,0,1,0
46621,0,0,0,1,1,0,0,0
42633,0,0,0,1,1,2,1,0
41004,1,1,2,1,1,2,0,0
17038,1,0,0,0,1,0,0,1
4852,1,0,1,1,1,1,0,0
37908,0,0,1,0,0,0,1,0
25368,0,0,0,0,1,0,1,0
12267,0,0,0,1,0,0,1,0
21150,0,0,0,0,1,0,1,0
10492,0,0,0,0,0,0,1,0
21949,0,0,0,0,0,2,1,0
24366,0,0,0,0,1,0,1,0
17080,0,0,0,0,0,0,0,0
42716,0,0,1,0,1,2,0,0
28955,1,0,3,1,1,0,1,0
7954,0,0,0,0,0,0,1,0
12485,0,0,0,0,0,0,1,0
42128,0,0,0,0,1,0,0,0
45903,1,1,2,1,1,2,0,0
39831,0,0,0,0,1,0,1,0
53041,1,0,0,0,1,0,0,0
941,1,0,0,0,1,0,1,0
5726,0,0,0,0,1,0,1,0
41883,1,0,0,0,1,0,0,0
54737,0,0,3,1,1,2,0,1
24965,1,0,0,0,1,0,0,1
34325,0,0,0,0,0,0,1,0
27376,0,0,0,1,1,2,0,0
